recipe_id,recipe_ingredient
7026960,"['계란', '새송이버섯', '당근 조금', '노랑파프리카', '빨간파프리카', '브로콜리', '흰밥', '올리브유', '맛소금', '후추가루 아주조금', '참기름', '통깨 조금']"
7026957,"['꽃게', '양파', '호박', '대파', '청양고추', '홍고추', '쑥갓', '물', '범일 고추장', '된장', '고춧가루', '소금', '국간장', '다진마늘', '후춧가루 약간']"
7026956,"['동물성 휘핑크림', '헤이즐넛시럽', '얼음 적당량', '우유', '에스프레소', '그래놀라 적당량 (생략가능)']"
7026955,"['밥 ( 즉석밥 가능)', '양파', '대파', '스팸', '계란', '베이컨', '파슬리 (생략가능)', '불닭소스', '참기름']"
7026954,"['참치', '스위트콘', '적양파', '치커리', '아보카도', '마요네즈', '후추', '데리야끼소스']"
7026953,"['새우', '오이', '자색양파', '루꼴라', '레몬', '라임', '엑스트라버진올리브오일', '다진마늘', '소금 약간', '후추 약간', '청포도']"
7026952,"['오징어', '토마토', '양파', '붉은 파프리카', '그린올리브', '잣', '건포도 약간', '곤약밥', '올리브오일', '소금', '후추', '화이트와인', '허브믹스 ( 말린 )']"
7026951,"['소고기다짐육', '메추리알', '물', '진간장', '올리고당', '코인육수', '생강가루', '연두']"
7026950,"['통밀또띠아', '어린잎채소', '토마토', '아몬드', '건포도', '그라나파다노치즈 약간', '그릭요거트', '홀그레인머스터드', '꿀', '후추 약간', '양파', '소금 약간']"
7026949,"['냉동만두', '물', '간장', '식초', '고춧가루 약간']"
7026948,"['공기밥', '숙주', '스팸', '식용유', '양파', '대파', '굴소스', '참기름', '통깨']"
7026947,['흙 당근 적당량']
7026946,"['미나리', '숙주나물', '굵은소금', '대파', '다진마늘', '참치액젓', '국간장', '참기름', '통깨']"
7026945,"['대파', '마늘', '청양고추', '청양고추', '순두부', '식용유', '고춧가루', '후추 약간', '진간장']"
7026944,"['감자', '꽈리고추', '맛소금', '물엿', '진간장']"
7026943,"['멸치', '물', '고추장', '고춧가루', '간장', '올리고당', '통깨 약간']"
7026942,"['오징어', '상추', '오이고추', '양파', '고추장', '고춧가루', '간장', '식초', '설탕', '매실액', '맛술', '다진마늘', '다진파', '통깨', '참기름']"
7026941,"['칵테일새우', '메밀면', '오이', '당근', '깻잎', '상추', '양파', '올리브유', '간장', '식초', '알룰로스', '통깨']"
7026940,"['청양고추', '밥', '당근', '어묵', '식용유', '통깨', '참기름', '진간장', '미림', '굴소스', '물엿', '설탕']"
7026939,"['참치캔', '양파', '대파', '된장', '고추장', '알룰로스', '다진마늘', '청양고추', '참기름', '통깨 약간']"
7026938,"['건미역', '감자', '양파', '들기름', '진간장', '물', '참치액']"
7026937,"['닭가슴살', '양배추', '당근라페 적당히', '파마산치즈가루 넉넉히', '파슬리가루 적당히', '스피아민트', '마요네즈', '홀그레인 머스터드', '소금 조금', '후추 조금']"
7026936,"['우대갈비', '양파', '버섯 적당히', '소금 조금', '후추 조금', '올리브오일 적당히', '양상추', '매운 쌈장 조금', '고추냉이 조금', '불닭소스 조금', '데리야끼소스 조금', '만능양념장 넉넉히 (만능 청양고추)']"
7026935,"['닭목살', '간장', '후추', '맛술', '굴소스', '설탕', '올리고당', '다진마늘', '대파', '통마늘']"
7026934,"['쪽파', '다진마늘', '청양고추', '자숙 문어 다리', '올리브오일', '소금', '후추 약간', '청주', '파스타면']"
7026933,"['감자', '무염버터', '소금 약간', '후추 약간']"
7026932,"['영양부추', '달래', '까나리액젓', '매실청', '참기름', '고춧가루', '통깨']"
7026931,"['병아리콩', '올리브오일', '파프리카파우더', '갈릭파우더', '소금', '건조파슬리 약간 (선택)']"
7026930,"['목살', '김치', '참기름', '간장', '대파 조금']"
7026929,"['치아바타', '에멘탈 슬라이스치즈', '베이컨', '치커리', '마요네즈', '바질페스토']"
7026927,"['두부', '애호박', '대파', '청양고추', '홍고추', '물', '진간장', '알롤로스', '참기름', '설탕', '참치액', '통깨']"
7026926,"['루피니빈', '쌀', '물']"
7026925,"['깻잎', '양파', '청양고추', '홍고추', '잔멸치', '물', '진간장', '고춧가루', '요리당', '맛술', '다진마늘']"
7026924,"['닭가슴살', '김밥김', '로메인', '단무지', '후추 조금', '밥']"
7026923,"['병아리콩', '그릭요거트', '마요네즈', '마늘', '생 와사비', '딜', '소금', '후추']"
7026922,"['양념소불고기', '양파', '대파', '떡국떡', '맛간장', '산초가루', '통후추', '쪽파', '참기름', '통깨 솔솔']"
7026921,"['수육', '나주곰탕', '통후추', '파', '숙주', '소면', '느억맘소스', '양파', '레몬즙', '설탕', '느억맘소스', '다진마늘', '쪽파']"
7026920,"['계란', '대파', '다진마늘', '동전육수', '까나리액젓', '소금', '물']"
7026919,"['쭈꾸미', '굵은소금', '밀가루', '양파', '양배추 (50g)', '당근 (50g)', '대파 (40g)', '콩나물', '식용유', '설탕', '고추가루', '청양고추가루', '다진마늘', '진간장', '미림', '굴소스', '고추장', '참기름', '물엿', '생강가루', '후추가루']"
7026918,"['두부', '고추가루', '설탕', '진간장', '미림', '굴소스', '매실엑기스', '참기름', '멸치액젓', '통깨', '간마늘', '대파', '후추가루', '물', '맛소금', '후추']"
7026917,"['부추', '양파', '다진마늘', '고춧가루', '진간장', '설탕', '참기름', '통깨']"
7026916,"['황태채', '매실청', '참기름', '들기름', '고추장', '고추가루', '다진마늘', '간장', '미림', '깨소금']"
7026915,"['마늘종', '천일염', '식용유', '고추장', '고춧가루', '진간장', '매실청', '물엿', '참기름', '통깨']"
7026914,"['냉면육수', '도토리묵', '오이', '김치', '참기름', '후춧가루', '김가루', '통깨', '얼음']"
7026913,"['가지', '청양고추', '대파', '계란', '소금', '식용유', '간마늘', '맛술', '어간장', '참기름', '통깨']"
7026912,"['돼지목살', '양파', '대파', '홍고추', '청양고추', '고추장', '고춧가루', '진간장', '황설탕', '꿀', '마늘', '맛술', '생강술', '참기름', '후추 약간']"
7026911,"['밥', '김밥햄', '대파', '양파', '당근', '올리브오일', '소금', '굴소스', '진간장', '참기름', '통깨 약간']"
7026910,"['두부', '소금', '식용유 약간', '전분', '통깨 약간', '고추장', '케찹', '굴소스', '진간장', '맛술', '물엿', '황설탕', '식초']"
7026909,"['계란', '부추', '미니 파프리카', '올리브유 약간', '굴소스', '소금', '우유', '맛술', '소금', '검정깨 약간', '후추 약간', '참기름']"
7026908,"['묵은지', '고등어', '무', '양파', '물', '진간장', '고추장', '고춧가루', '된장', '매실액', '맛술', '다진마늘']"
7026907,"['양파', '청양고추', '간장', '식초', '매실', '물']"
7026906,"['병아리콩', '물', '소금', '설탕']"
7026905,"['순살 닭고기', '우유', '카레가루', '튀김가루', '바질가루', '건 로즈마리 약간']"
7026904,"['샐러리', '알배추', '방울토마토', '상추', '골드키위', '올리브오일', '홀그레인머스타드', '발사믹식초', '레몬즙', '들깨']"
7026903,"['시금치', '두부', '대파', '청양고추', '멸치육수팩', '건다시마', '황태 머리', '생수', '된장', '국간장', '다진마늘', '소금 식성껏 (모자란 간은 )']"
7026901,"['한우 사골', '한우 잡뼈', '한우 사태', '대파', '굵은소금', '후추 (순후추)']"
7026900,"['우리밀 밀가루', '감자', '다진파', '소금', '후추', '파슬리가루']"
7026899,"['술지게미', '박력분', '버터', '설탕', '소금', '베이킹 파우더', '물']"
7026898,"['물', '알배기배추', '대파', '된장', '고춧가루', '참치액', '코인육수', '홍고추', '청고추']"
7026897,"['납작 어묵', '비엔나소세지', '양파', '대파', '올리브유', '다진마늘', '진간장', '굴소스', '올리고당', '참기름 조금', '통깨 조금']"
7026896,"['등갈비', '양파', '대파', '청양고추', '다진마늘', '진간장', '설탕', '고추장', '고춧가루', '케첩', '식초', '후추', '버터', '물']"
7026895,"['마늘쫑', '당근', '양파', '청양고추', '깨', '간장', '설탕', '물', '올리고당', '깨', '소금', '물']"
7026894,"['샐러리', '진간장', '설탕', '식초', '물']"
7026893,"['식빵', '계란', '오일', '허브솔트', '파마산치즈가루', '설탕', '케찹']"
7026892,"['곡물미숫가루', '꿀', '우유']"
7026891,"['메밀생면', '동치미 육수', '삶은계란', '무초절임 조금', '오이 약간', '깨 적당량', '고춧가루', '고추장', '설탕', '올리고당', '식초', '연겨자', '들기름', '통깨 조금']"
7026890,"['수박껍질', '상추', '당근', '된장', '배음료', '설탕', '식초', '다진마늘', '참기름', '참깨']"
7026889,"['오이', '노란 파프리카', '빨간 파프리카', '진간장', '물', '다진 마늘', '설탕', '참기름', '통깨']"
7026888,"['딸기', '탄산수', '꿀', '얼음']"
7026887,"['오이', '붉은 고추', '미나리', '양조간장', '식초', '설탕', '레몬즙', '참기름', '굵은소금']"
7026885,"['미나리', '달걀', '참기름', '소금', '참깨', '식용유', '밀가루', '달걀', '소금', '물', '차돌박이', '진간장', '설탕', '미림', '참기름', '후추', '소고기', '진간장', '설탕', '파', '다진마늘', '참깨', '참기름']"
7026884,"['우리통밀가루', '참기름', '설탕시럽', '소주', '후추', '소금', '계피가루', '조청', '물', '생강', '설탕', '물', '꿀']"
7026883,"['브로콜리', '두부', '소금', '참기름', '통깨']"
7026882,"['마늘쫑', '고춧가루', '다진마늘', '고추장', '진간장', '매실액', '올리고당', '설탕', '참기름', '통깨']"
7026880,"['돌나물', '미나리', '쪽파', '마늘', '생강', '홍고추', '미원', '천일염', '밀가루', '고춧가루', '뉴슈가']"
7026877,"['동치미 무', '계란', '당근', '부추', '밥', '김', '밀가루', '참기름', '소금', '들기름', '연겨자', '식초', '간장', '참기름', '물', '설탕']"
7026876,"['당근', '빨강 파프리카', '노랑 파프리카', '적양배추', '시금치', '부추', '물', '우리밀 통밀가루', '소금', '닭안심', '소금', '후춧가루', '우리밀 튀김가루', '계란', '우리밀 빵가루', '마요네즈', '카레가루']"
7026874,"['생크림', '우유', '쪽파', '깐 새우', '베이컨', '양송이버섯', '브로콜리', '양파', '다진 마늘', '슬라이스 치즈', '파마산 치즈가루', '소금', '우리밀 밀가루', '오징어 먹물', '물', '소금', '올리브오일', '고춧가루', '케찹', '굴소스', '소금', '후추 약간']"
7026873,"['골뱅이', '두부', '양파', '느타리버섯', '감자', '애호박', '된장', '고추장', '설탕', '참기름', '감자전분', '물', '식용유 약간']"
7026872,"['국수 (500원 동전크기)', '물', '다시팩 육수', '진간장', '참치액젓', '맛소금', '들기름', '애호박', '맛소금', '김가루 약간', '통깨', '삶은계란']"
7026871,"['껍질콩', '파', '라면사리', '하이디라오 마라소스', '떡볶이밀키트 (떡']"
7026870,"['우리밀가루', '우리밀부침가루', '물', '부추', '당근', '적채', '양배추', '파프리카 각', '소금', '식용유', '계란', '키위', '오렌지', '딸기', '파인애플', '블루베리 각', '설탕', '레몬즙', '발사믹식초', '올리브유', '홀그레인']"
7026869,"['시금치', '바지락', '홍고추', '대파', '동전육수', '쌀뜨물', '된장', '국간장', '다진마늘']"
7026868,"['김치', '돼지고기 앞다리살', '대파', '양파', '마늘', '코인 육수', '물', '새우젓', '고춧가루', '후춧가루 약간']"
7026867,"['밥', '김', '백오이', '식초', '설탕', '소금']"
7026866,"['연어 필렛', '양파', '소세지', '그린빈', '간장', '꿀']"
7026865,"['갯벌 장어', '굵은소금 약간']"
7026864,"['달걀 ', '생수', '맛술', '새우젓', '양파 약간', '당근 약간', '쑥갓 약간', '감자 약간']"
7026863,"['풋마늘', '고추장', '고춧가루', '진간장', '설탕', '물엿', '매실액', '맛술', '참기름', '통깨']"
7026862,"['마늘쫑', '다시마우린 물', '진간장', '설탕', '식초', '소주']"
7026861,"['밀가루', '우유', '소금', '올리브오일', '소고기 불고깃감', '사과', '양파', '키위', '간장', '설탕', '올리고당', '미림', '다진 마늘', '참기름', '통깨', '후추 약간', '쌈장', '다진 마늘', '참기름', '올리고당', '대파', '식초', '설탕', '고춧가루', '소금', '버터헤드 약간 (또는 양상추 로메인)']"
7026860,"['통삼겹', '허브솔트 약간', '파채', '고춧가루', '액젓', '설탕']"
7026859,"['소고기', '계란', '오이', '당근', '표고버섯', '밀가루', '다진 파', '다진 마늘', '참기름', '소금', '식용유', '간장', '설탕', '깨소금', '후춧가루']"
7026858,"['우리밀 밀가루', '부추', '오디원액', '단호박가루', '달걀', '취나물', '느타리버섯', '표고버섯', '소고기', '당근', '오이', '소금', '소금', '국간장', '참기름', '깨', '다진 대파', '다진 마늘', '간장', '설탕', '다진 대파', '다진 마늘', '참기름', '후추가루', '깨소금', '오디원액', '간장', '식초', '설탕', '물']"
7026857,"['스파게티면', '햄', '베이컨', '돼지고기', '새우', '식용유', '다진마늘', '우유', '체다치즈', '설탕', '고추가루', '고추장', '케찹', '돈까스소스', '마요네즈']"
7026856,"['통밀식빵', '양배추', '계란', '식용유', '모짜렐라치즈', '케찹', '설탕']"
7026855,"['명이나물', '물', '양조간장', '국간장', '설탕', '매실청', '식초', '소주']"
7026854,"['사각어묵', '식용유', '고추가루', '통마늘', '대파', '꽈리고추', '양파', '통깨 살짝', '진간장', '멸치액젓', '참기름', '물엿', '굴소스', '새우젓']"
7026853,"['고메 함박스테이크', '샐러드 야채', '밥']"
7026852,"['김치', '공기밥', '사골곰탕', '물', '김치국물', '후추가루', '고추가루', '진간장', '미림', '들기름', '설탕', '조미 김가루 듬뿍']"
7026851,"['샐러리', '양파', '고춧가루', '멸치액젓', '설탕', '식초', '다진마늘', '새우젓', '생강가루 약간']"
7026850,"['오이', '홍고추', '청양고추', '당근', '양파', '건미역', '깨', '물', '설탕', '국간장', '멸치액젓', '식초', '매실액기스', '간마늘', '맛소금']"
7026849,"['연어', '청양초', '물', '진간장', '미림', '설탕', '대파', '다시마']"
7026848,"['알감자', '홍고추', '청양고추', '대파', '고춧가루', '진간장', '식용유', '설탕', '다진 마늘', '올리고당', '통깨 약간']"
7026847,"['돼지고기 목살', '꽈리고추', '참기름', '다진마늘', '물엿', '매실액', '맛술', '물', '간장']"
7026846,"['아삭이고추', '청양고추', '중멸치', '오일', '국간장', '까나리액젓', '물', '들기름', '물', '식초']"
7026845,"['애호박', '당근 소량 (아주소량/생략가능)', '청양고추', '소금', '부침가루', '식용유']"
7026844,"['도토리묵', '대파', '김치', '조미김', '통깨 약간', '진간장', '분말 육수', '맛술', '설탕', '참기름']"
7026843,"['꽈리고추', '밀가루', '홍고추', '진간장', '다진마늘', '올리고당', '참기름', '통깨 약간']"
7026842,"['두부', '가지', '전분가루', '진간장', '참치액', '물', '참기름', '설탕', '통깨']"
7026841,['망고스틴']
7026840,"['머위대', '대파', '들기름', '간마늘', '고춧가루', '설탕', '국 간장', '진간장', '매실청', '참기름', '통깨']"
7026839,"['치킨무', '고춧가루', '다진마늘', '까나리액젓', '통깨 약간']"
7026838,"['가지', '양파', '대파', '쪽파', '다진마늘', '굴소스', '진간장', '올리브오일', '물', '통깨 솔솔솔']"
7026837,"['닭가슴살', '파', '마늘', '소금', '후추', '우유', '청고추', '간장', '맛술', '참치액', '설탕', '다진 마늘']"
7026836,"['밀가루', '따듯한 물', '소금', '이스트', '설탕', '올리브오일', '달걀', '토마토소스', '양파', '느타리버섯', '베이컨', '모짜렐라 치즈', '캔옥수수', '소금']"
7026835,"['밥', '묵은지', '오이', '당근', '계란', '식용유', '참기름', '깨소금 약간']"
7026834,"['돼지고기 수육', '간장', '맛술', '매실', '마늘', '참기름', '깨소금 약간']"
7026832,"['훈제오리', '피망', '노란 파프리카', '빨간 파프리카', '통 마늘', '소금', '올리브오일', '후추', '통깨']"
7026831,"['오이지', '청양고추', '홍고추', '대파', '다진마늘', '고추가루', '참기름', '깨소금', '설탕', '오이지', '청양고추 조금', '홍고추 조금', '대파 조금 (흰대)', '다시마', '다진마늘', '참치액젓', '식초', '설탕', '고추가루', '깨소금 조금']"
7026830,"['닭가슴살', '베이컨', '에멘탈슬라이스 치즈', '우리밀 밀가루', '베이킹소다', '소금', '백후추', '고춧가루', '계란 전란', '우유', '스리라차', '간 마늘', '소금', '파르메산 레지아노치즈 (조절)', '파슬리후레이크 (조절)', '버터', '우리밀 밀가루', '우유', '스리라차', '타라곤후레이크', '꿀', '소금']"
7026827,"['애호박', '대파', '다진마늘', '새우젓', '들기름', '올리브오일', '물', '홍고추', '통깨']"
7026826,"['우리통밀가루', '계란', '베이킹파우더', '녹차가루', '코코아가루', '설탕', '포도씨유', '우유', '바닐라에센스', '동물성생크림', '앙금', '슈가파우더']"
7026825,"['떡볶이떡', '사각어묵', '양배추', '대파', '물', '고춧가루', '고추장', '진간장', '설탕', '깻잎', '삶은 계란', '통깨 약간']"
7026824,"['두부', '베이비채소', '사과', '비트', '우리밀 밀가루', '빵가루', '계란', '하몽', '다진마늘', '식초', '간장', '설탕', '엑스트라버진올리브오일', '레몬주스']"
7026823,"['밥', '물', '식용유', '설탕']"
7026822,"['돼지갈비찜용', '대파', '양파', '당근', '청양고추', '홍고추', '물', '월계수잎', '통후추', '생강술', '고춧가루', '고추장', '진간장', '참치액', '황설탕', '올리고당', '사과즙 (1/2개 분량)', '간생강', '참기름', '후추 약간']"
7026821,"['양평 지평생 막걸리', '우리 통밀', '강력분', '막걸리 발효종', '소금', '양평 잣', '양평 오디', '오디술', '수돗 물', '오디', '설탕', '레몬즙', '오디잼', '버터', '오디술', '꿀', '양평 뽕잎', '엑스트라버진올리브오일', '호두', '마늘', '파르미지아노 레지아노 치즈', '소금', '레몬즙', '강력분', '노른자', '우유', '엑스트라버진올리브오일']"
7026819,"['소고기', '돼지고기', '우리밀 밀가루', '빵가루', '양파', '계란', '취나물', '버터', '느타리버섯', '마늘', '체다 치즈', '스테이크 소스', '올리브유', '후추 약간', '소금 약간', '설탕', '굴소스', '전분', '케찹', '파슬리 약간', '물']"
7026818,"['연근', '비트', '물', '소금', '사과식초', '피클링스파이스', '월계수잎']"
7026817,"['우리밀 통밀가루', '우유', '사과', '달걀', '그릭요거트', '알룰로스', '설탕', '소금 약간', '버터', '레몬즙', '시나몬파우더 약간']"
7026816,"['꽈리고추', '전분가루', '고춧가루', '간장', '설탕', '다진마늘', '통참깨', '참기름']"
7026815,"['생크림', '우유', '슬라이스 치즈', '파마산 치즈', '베이컨', '양송이버섯', '양파', '브로콜리', '통마늘', '올리브오일', '소금', '밀가루', '오징어 먹물', '물', '소금', '올리브오일']"
7026814,"['새송이버섯', '쌈다시마', '우리밀 부침가루', '올리브유', '소금', '후추 조금 (입맛에 맞게 가감)']"
7026813,"['알배추', '당근', '황기', '찰현미']"
7026812,"['부채살', '레드와인 소스 넉넉히', '모듬 채소 적당히', '마늘 플레이크 적당히', '시즈닝']"
7026811,"['고구마순', '물', '굵은소금', '제피', '액젓', '고춧가루', '다진마늘', '통깨 약간']"
7026810,"['국수소면', '열무김치 넉넉히', '열무김치 국물', '채소육수', '삶은계란', '통깨', '설탕']"
7026809,"['건 곤드레', '다진마늘', '송송썬 대파', '국간장', '소금 조금', '식용유 조금', '들기름', '물']"
7026808,"['어묵', '당근', '부추', '달걀', '김', '밥']"
7026807,"['아욱', '두부', '집된장', '쌀뜨물', '코인육수', '밥새우 크게', '청양고추', '다진마늘']"
7026806,"['송화버섯', '쌀']"
7026805,"['밥', '양파', '애호박', '당근', '날치알', '김', '식용유', '간장', '참기름']"
7026804,"['우리밀 밀가루', '배추김치', '부추 약간만', '대패삼겹살']"
7026803,"['배추속대', '레이스 상추', '어린잎', '적 무순', '알파 파', '쇠고기', '당근', '올리브오일', '레몬즙', '소금', '설탕']"
7026802,"['건새우', '기름', '간장', '설탕', '올리고당', '깨']"
7026801,"['집된장', '물', '소고기 국거리', '다진마늘', '대파', '양파', '호박', '두부', '고춧가루', '참치액젓']"
7026800,"['돼지고기 앞다리살', '양파', '대파', '월계수잎', '된장', '통마늘', '다진생강', '소주', '후추']"
7026799,"['소세지', '쪽파', '기름', '케찹', '간장', '설탕', '식초']"
7026798,"['엄나무순', '다진 파', '고추장', '된장', '다진마늘', '매실액', '설탕', '식초', '참기름', '깨 조금']"
7026797,"['생새우', '소금', '소주']"
7026796,"['쪽파', '양파', '찹쌀가루', '물', '고춧가루', '까나리액젓', '다진마늘', '매실액', '설탕', '다진생강', '깨']"
7026795,"['히비스커스 액상', '탄산수', '얼음 적당히', '스피아민트']"
7026794,"['생 미역귀', '진간장', '참치액', '고추장', '다진마늘', '올리고당', '통깨', '참기름']"
7026793,"['설탕', '동물성 휘핑크림', '박력분', '설탕', '소금 약간', '베이킹파우더', '무염버터', '우유', '계란', '물 적당량 (계란물)', '카라멜소스 적당량', '버터 적당량 (생략가능)']"
7026792,"['두부', '대파', '청고추', '홍고추', '호박', '양파', '팽이버섯', '마파두부소스']"
7026791,"['쪽파', '물', '양조간장', '설탕', '매실청', '마늘', '생강', '월계수잎', '피클링스파이스', '식초', '레몬즙', '소주']"
7026790,"['소면', '쪽파', '김', '범일불 간장', '설탕', '식초', '다진 마늘', '통깨', '참기름']"
7026789,"['달걀', '청경채', '식용유', '굴소스', '참기름']"
7026788,"['순두부', '당근', '육수', '계란', '후추', '소금', '국간장', '액젓']"
7026787,"['머위대', '진간장', '물', '식초', '설탕', '소주']"
7026786,"['더덕순', '국간장', '참치액', '다진마늘', '참기름', '깨소금', '소금']"
7026785,"['밥', '고추참치', '라이스페이퍼', '김', '뜨거운물 (라이스페이퍼용)', '간장', '꿀']"
7026784,"['두부', '소금', '후춧가루', '들기름', '진간장', '다진마늘', '쪽파', '참기름', '통깨', '고춧가루']"
7026783,"['우리밀가루', '물', '계란', '소금', '천연색소', '천연색소', '진간장', '쯔유', '들기름', '볶은참깨', '비트', '마늘종', '청국장', '감태']"
7026782,"['우리밀가루', '유정란', '물', '현미유', '베이킹파우더', '볶은콩가루', '슈가파우더', '젤리', '볶은 견과류']"
7026781,"['두부', '계란', '표고버섯', '세발나물', '당근', '물', '호두', '양파', '페퍼론치노', '아보카도오일', '굴 농축액', '소금', '백후추']"
7026780,"['맥주', '토닉워터', '레몬즙 약간']"
7026779,"['바나나우유', '블랙커피믹스', '뜨거운 물', '연유', '얼음']"
7026778,"['명이나물', '간장', '식초', '설탕', '소주 약간', '물']"
7026777,"['백오이', '다진소고기', '대파', '간장', '설탕', '맛술', '다진마늘', '후추 (약간)', '소금', '식용유', '참기름', '통깨']"
7026776,"['열무김치 취향껏', '열무김치 국물', '계란', '소면', '냉면육수', '통깨', '고추장', '고춧가루', '설탕', '매실액', '사과식초', '참기름']"
7026775,"['우리밀 밀가루', '버터', '부추', '소금', '한우', '양파', '방울토마토', '느타리버섯', '버터', '소금', '계란', '후추', '우유', '아스파라거스', '소금', '느타리버섯', '올리브유', '그뤼에르치즈', '비프스톡', '레드 와인', '소금', '버터', '우스터소스']"
7026774,"['양파', '대파', '스팸', '고추장', '굵은 고춧가루', '설탕', '맛술', '올리고당', '다진 마늘']"
7026773,"['표고버섯', '베이컨', '식용유']"
7026772,"['밀가루', '전분가루', '우유', '소금', '소고기 잡채용', '양파', '피망', '파프리카 (빨강 노랑)', '당근', '표고버섯', '깨 약간', '참기름 약간', '식용유 약간', '간장', '올리고당', '다진마늘', '참기름', '후추 약간', '간장', '맛술', '올리고당', '굴소스']"
7026771,"['명이나물', '물', '간장', '스테비아', '식초', '대파 조금', '다시마 조금', '황기', '표고버섯 조금']"
7026770,"['비엔나소세지', '당근', '양파', '파프리카', '대파', '통마늘', '식용유', '케찹', '진간장', '올리고당', '식초', '다진생강']"
7026769,"['돼지고기목살', '더덕', '대파', '양파', '잣가루 약간', '소금 약간', '후춧가루 약간', '고추장', '고춧가루', '설탕', '올리고당', '진간장', '굴소스', '다진마늘', '다진생강', '참기름 약간', '후추 약간']"
7026768,"['건미역', '오이', '양파', '홍고추', '통깨', '물', '식초', '소금', '설탕', '참치액', '간마늘']"
7026767,"['사각 식빵', '계란', '오이', '소금', '후추', '마요네즈', '꿀']"
7026766,"['무', '대파', '천일염', '뉴슈거', '고춧가루', '멸치액젓', '다진마늘', '매실청', '통깨']"
7026765,"['돼지앞다리살', '숙주', '양파', '대파', '양조간장', '멸치액젓', '매실액', '소주', '통후추', '다진마늘', '다진생강', '설탕']"
7026764,"['비름나물', '파', '고추장', '다진마늘', '매실청', '참기름', '통깨']"
7026763,"['오이', '새우', '잣', '우유', '식초', '알롤루스', '마요네즈', '후추', '소금', '마늘']"
7026762,"['스팸', '김밥김', '계란', '묵은지 양념한것', '깻잎', '밥', '고운소금', '소금', '참기름', '통깨', '들기름', '설탕']"
7026761,"['실파', '고추가루', '통깨', '사조 꽃게액젓', '배즙 음료', '양파', '마늘', '생강', '새우젓', '매실청', '물', '식초']"
7026760,"['등심', '로즈마리', '버터', '소금', '후추 약간']"
7026759,"['마늘종', '고추장', '고춧가루', '식초', '진간장', '설탕', '마늘']"
7026758,"['껍질 벗긴 머위대', '들깨가루', '진간장', '참치액젓', '마늘', '들기름', '맛술', '물']"
7026757,"['밥', '베이컨', '부추', '대파', '양파', '노란 파프리카', '당근', '식용유', '굴소스', '참기름', '볶은참깨']"
7026756,"['시금치', '두부', '양파', '대파', '다진 마늘', '된장', '쌈장', '국간장', '까나리액젓', '동전 육수', '물']"
7026755,"['오이', '설탕', '소금', '고추씨', '청양고추', '소주', '물엿']"
7026754,"['통밀가루', '물', '호박', '당근', '검정 올리브', '방울토마토', '엑스트라버진 올리브유', '바질', '잣', '파마산 치즈', '소금']"
7026753,"['오이', '다진마늘', '소금', '식초', '설탕', '참기름', '깨소금', '통깨']"
7026752,"['소고기', '건미역', '참기름', '쌀뜨물', '국간장', '참치액', '다진마늘', '소금 약간']"
7026751,"['닭가슴살', '파프리카', '양파 중 사이즈', '오이', '토마토', '후추 약간', '굴소스', '마늘', '맛술']"
7026750,"['우리밀 밀가루', '우리밀 튀김가루', '옥수수', '양파', '마늘', '영양부추', '버터', '페퍼론치노', '튀일 기호에맞게 (또는 누룽지)', '감자', '우유', '소금', '후추 소량', '파마산치즈가루', '설탕', '식용유']"
7026747,"['김치찌개용 꽁치캔', '양파', '청양고추', '대파', '마늘', '고추가루', '된장', '설탕']"
7026746,"['식빵', '버터']"
7026745,"['브로콜리', '식초', '소금']"
7026744,"['닭가슴살', '자른 미역', '사골육수', '치킨스톡', '들기름', '소금 약간', '물', '맛술']"
7026743,"['마늘쫑', '굵은 소금', '진간장', '고추장', '고춧가루', '식초', '설탕', '매실청', '참기름', '통깨']"
7026742,"['돼지고기', '맛술', '후추 약간', '애호박', '양파 작은 거', '대파', '들기름', '고춧가루', '물', '다진 마늘', '가루 육수', '새우젓', '국간장 약간']"
7026741,"['방울토마토', '오이', '양파', '올리브오일', '발사믹 식초', '바질가루', '들깨가루']"
7026740,"['우리밀가루', '슈가파우더', '아몬드 가루', '계란흰자', '버터', '크림', '노른자', '설탕', '버터', '우유', '쑥가루', '콩가루', '팥앙금']"
7026739,"['우리통밀가루', '계란', '표고버섯', '리코타치즈', '파마산치즈', '마늘', '파슬리', '엑스트라버진 올리브유', '생크림', '소금', '후추']"
7026733,"['오이', '소금', '설탕', '식초', '깨', '다진마늘']"
7026732,"['국수소면', '오이 약간만', '방울토마토', '소금 약간만', '검은깨 약간만', '콩국물']"
7026724,"['계란', '부추 넉넉히', '분홍소시지', '소금 약간만']"
7026723,"['공기밥', '계란', '식용유', '스팸', '마요네즈', '간장', '통깨']"
7026722,"['쪽파', '고추장', '간장', '매실액기스', '고춧가루', '참기름', '통깨']"
7026721,"['상추', '어간장', '마늘', '참기름', '깨소금 약간', '연근', '식초', '간장', '맛술', '물', '다시마', '쌀조청', '참기름', '깨소금 약간', '두릅', '고추장', '감식초', '마늘', '참기름', '깨소금', '소금 약간', '건파래', '식용유', '소금', '깨소금 약간']"
7026720,"['밥', '머위 잎', '소금', '참기름', '깨소금', '막장 약간']"
7026719,"['두부', '양파', '굵은소금 약간', '마늘', '물', '간장', '굴소스', '식초', '올리고당', '후추 약간']"
7026718,"['배춧잎', '물', '부침가루', '식용유 약간', '간장', '식초', '고춧가루']"
